tokens	ner_tags
['<strong>', 'Changes', 'to', 'This', 'Privacy', 'Policy', '</strong>', '<br>', '<br>', 'As', 'our', 'Sites', 'continue', 'to', 'develop,', 'we', 'may', 'add', 'new', 'services', 'and', 'features', 'to', 'them.', 'In', 'the', 'event', 'that', 'these', 'additions', 'affect', 'our', 'Privacy', 'Policy,', 'or', 'if', 'other', 'changes', 'in', 'our', 'privacy', 'practices', 'or', 'applicable', 'laws', 'necessitate', 'changes', 'to', 'the', 'Privacy', 'Policy,', 'this', 'document', 'will', 'be', 'updated', 'accordingly.', 'If', 'we', 'make', 'a', 'material', 'change', 'in', 'the', 'way', 'we', 'use', 'your', 'personal', 'information,', 'we', 'will', 'provide', 'prominent', 'notice', 'of', 'the', 'change', 'on', 'the', 'Sites.', 'We', 'will', 'not,', 'however,', 'materially', 'change', 'our', 'policies', 'and', 'practices', 'to', 'make', 'them', 'less', 'protective', 'of', 'personal', 'information', 'we', 'have', 'previously', 'collected', 'from', 'you', 'without', 'your', 'express', 'consent.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'O', 'O']
['Cincinnati', 'Museum', 'Center', 'has', 'created', 'this', 'privacy', 'policy', 'to', 'demonstrate', 'our', 'firm', 'commitment', 'to', 'protecting', 'your', 'information', 'and', 'informing', 'you', 'about', 'how', 'we', 'handle', 'your', 'information.', 'This', 'privacy', 'policy', 'applies', 'to', 'all', 'interactions', 'with,', 'transactions', 'made,', 'and', 'data', 'gathered', 'on', 'the', 'Site.', 'Please', 'review', 'this', 'privacy', 'policy', 'periodically', 'as', 'we', 'may', 'update', 'it', 'from', 'time', 'to', 'time.', 'This', 'privacy', 'policy', 'was', 'last', 'revised', 'per', 'the', 'date', 'listed', 'below.', 'Each', 'time', 'you', 'visit', 'the', 'Site', 'or', 'provide', 'us', 'with', 'information,', 'by', 'doing', 'so', 'you', 'are', 'accepting', 'the', 'practices', 'described', 'in', 'this', 'privacy', 'policy', 'at', 'that', 'time.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'O', 'O']
['This', 'document', 'was', 'last', 'revised', 'on', '09/29/2011', '<br>', '<br>']	['B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O']
"['If', 'we', 'modify', 'our', 'privacy', 'policy', 'on', 'how', 'we', 'handle', 'your', 'personal', 'information,', 'we', 'will', 'post', 'the', 'revised', 'information', 'here,', 'with', 'a', 'revised', '""effective', 'date""', 'at', 'the', 'top', 'of', 'this', 'privacy', 'policy.', 'If', 'there', 'are', 'material', 'changes', 'to', 'this', 'privacy', 'policy', 'or', 'in', 'how', 'we', 'will', 'use', 'your', 'personal', 'information,', 'we', 'may', 'notify', 'you', 'by', 'other', 'means,', 'such', 'as', 'sending', 'an', 'email', 'to', 'you', 'or', 'by', 'posting', 'a', 'notice', 'of', 'such', 'changes', 'on', 'our', 'website.', 'We', 'encourage', 'you', 'to', 'periodically', 'review', 'this', 'statement', 'to', 'be', 'informed', 'of', 'how', 'we', 'are', 'protecting', 'your', 'information.', '<br>', '<br>']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O']
['<strong>', 'Updates', 'to', 'this', 'Privacy', 'Notice', '</strong>', '<br>', '<br>', 'This', 'U.S.', 'Online', 'Privacy', 'Notice', 'is', 'subject', 'to', 'change.', 'Please', 'review', 'it', 'periodically.', 'If', 'we', 'make', 'changes', 'to', 'the', 'U.S.', 'Online', 'Privacy', 'Notice,', 'we', 'will', 'revise', 'the', 'Last', 'Updated', 'date', 'at', 'the', 'top', 'of', 'this', 'Notice.', 'Any', 'changes', 'to', 'this', 'Notice', 'will', 'become', 'effective', 'when', 'we', 'post', 'the', 'revised', 'Notice', 'on', 'the', 'Site.', 'Your', 'use', 'of', 'the', 'Site', 'following', 'these', 'changes', 'means', 'that', 'you', 'accept', 'the', 'revised', 'Notice.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'O', 'O']
['<strong>', 'Privacy', 'Policy', '</strong>', '<br>', '<br>', 'Last', 'Updated', 'on', 'June', '10,', '2015', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O']
['Changes', 'to', 'This', 'Policy', '<br>', '<br>', 'This', 'Privacy', 'Policy', 'may', 'be', 'amended', 'from', 'time', 'to', 'time.', 'Any', 'such', 'changes', 'will', 'be', 'posted', 'on', 'this', 'page.', 'If', 'we', 'make', 'a', 'significant', 'or', 'material', 'change', 'in', 'the', 'way', 'we', 'use', 'your', 'personal', 'information,', 'the', 'change', 'will', 'be', 'posted', 'on', 'this', 'page', 'thirty', '(30)', 'days', 'prior', 'to', 'taking', 'effect', 'and', 'registered', 'users', 'will', 'be', 'notified', 'via', 'email.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-UNS']
['Last', 'Updated:', 'March', '1,', '2015', '<br>', '<br>']	['B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O']
"['Sharing', 'and', 'Disclosure', 'of', 'Information', 'JibJab', 'Collects', '<br>', '<br>', 'Except', 'as', 'otherwise', 'described', 'in', 'this', 'privacy', 'statement,', 'JibJab', 'will', 'not', 'disclose', 'personal', 'information', 'to', 'any', 'third', 'party', 'unless', 'we', 'believe', 'that', 'disclosure', 'is', 'necessary:', '(1)', 'to', 'comply', 'with', 'applicable', 'law', 'or', 'to', 'respond', 'to', 'a', 'subpoena,', 'court', 'order,', 'search', 'warrant', 'or', 'other', 'legal', 'process', 'received', 'by', 'JibJab,', 'whether', 'or', 'not', 'a', 'response', 'is', 'required', 'by', 'applicable', 'law;', '(2)', 'to', 'protect', 'or', 'enforce', 'our', 'rights', 'or', 'the', 'rights', 'of', 'a', 'third', 'party;', '(3)', 'to', 'protect', 'the', 'safety', 'of', 'members', 'of', 'the', 'public', 'and', 'our', 'users;', 'or', '(4)', 'to', 'respond', 'to', 'an', 'emergency.', 'JibJab', 'reserves', 'the', 'right', 'to', 'transfer', 'personal', 'information', 'to', 'a', 'successor', 'in', 'interest', 'that', 'acquires', 'rights', 'to', 'that', 'information', 'as', 'a', 'result', 'of', 'a', 'sale', 'of', 'JibJab', 'or', 'substantially', 'all', 'of', ""JibJab's"", 'assets', 'to', 'that', 'successor', 'in', 'interest', 'or', 'of', 'a', 'merger', 'between', 'JibJab', 'and', 'such', 'successor', 'in', 'interest.', 'JibJab', 'also', 'reserves', 'the', 'right', 'to', 'disclose', 'personal', 'information', 'as', 'necessary', 'to', 'enable', 'third-party', 'service', 'providers', 'to', 'support', 'and', 'maintain', 'the', 'operation', 'of', 'the', 'JibJab', 'Sites', 'and', ""JibJab's"", 'services.', 'You', 'will', 'be', 'notified', 'via', 'e-mail', 'of', 'any', 'such', 'change', 'in', 'ownership', 'or', 'control', 'of', 'your', 'personal', 'information.', 'For', 'more', 'information', 'see', 'the', '""Changes', 'in', 'Our', 'Privacy', 'Policy""', 'section', 'below.', '<br>', '<br>']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O']
['Changes', 'in', 'Our', 'Privacy', 'Policy', '<br>', '<br>', 'This', 'Privacy', 'Policy', 'is', 'subject', 'to', 'change', 'by', 'JibJab', 'from', 'time', 'to', 'time.', 'If', 'we', 'make', 'material', 'changes', '(including', 'material', 'changes', 'in', 'the', 'way', 'we', 'use', 'or', 'share', 'user', 'personal', 'information,', 'such', 'as', 'using', 'information', 'for', 'purposes', 'materially', 'different', 'from', 'those', 'disclosed', 'in', 'this', 'Privacy', 'Policy),', 'we', 'will', 'post', 'the', 'changes', 'on', 'the', 'JibJab', 'Site(s)', 'affected', 'by', 'such', 'changes', 'and', 'notify', 'registered', 'users', 'and', 'members', 'via', 'email.', 'Also,', 'we', 'may', 'ask', 'registered', 'users', 'and', 'members', 'to', 'review', 'and', 'consent', 'to', 'the', 'changes', 'at', 'the', 'time', 'of', 'their', 'next', 'account', 'log-in.', 'By', 'continuing', 'to', 'use', 'the', 'JibJab', 'Site(s)', 'affected', 'by', 'such', 'changes', 'after', 'such', 'notice', 'and', 'consent,', 'you', 'agree', 'to', 'be', 'bound', 'by', 'the', 'changes', 'to', 'this', 'Privacy', 'Policy.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'O', 'O']
['<strong>', 'Policy', 'Changes', '</strong>', '<br>', '<br>', 'If', 'we', 'decide', 'to', 'change', 'our', 'Privacy', 'Policy,', 'in', 'whole', 'or', 'in', 'part,', 'we', 'will', 'inform', 'you', 'by', 'posting', 'the', 'changed', 'Privacy', 'Policy', 'on', 'the', 'Site.', 'Your', 'continued', 'use', 'of', 'the', 'Site', 'constitutes', 'your', 'agreement', 'to', 'abide', 'by', 'the', 'Privacy', 'Policy', 'as', 'changed.', 'If', 'you', 'object', 'to', 'any', 'such', 'changes,', 'your', 'sole', 'recourse', 'shall', 'be', 'to', 'cease', 'using', 'the', 'Site.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'O', 'O']
['10.', 'Changes', 'to', 'This', 'privacy', 'policy.', 'This', 'privacy', 'policy', 'is', 'subject', 'to', 'occasional', 'revision,', 'and', 'if', 'we', 'make', 'any', 'material', 'changes', 'in', 'the', 'way', 'we', 'use', 'your', 'PersonallyIdentifiable', 'Information,', 'we', 'will', 'prominently', 'post', 'notice', 'of', 'the', 'changes', 'on', 'ourCovered', 'Sites.', 'Any', 'changes', 'to', 'this', 'privacy', 'policy', 'will', 'be', 'effective', 'upon', 'thirty', '(30)', 'calendar', 'days', 'following', 'our', 'posting', 'of', 'notice', 'of', 'the', 'changes', 'on', 'our', 'Covered', 'Sites.', 'These', 'changes', 'will', 'be', 'effective', 'immediately', 'for', 'new', 'users', 'of', 'our', 'Covered', 'Sites.', 'Continued', 'use', 'of', 'our', 'Covered', 'Sites,', 'following', 'notice', 'of', 'such', 'changes', 'shall', 'indicate', 'your', 'acknowledgement', 'of', 'such', 'changes', 'and', 'agreement', 'to', 'be', 'bound', 'by', 'the', 'terms', 'and', 'conditions', 'of', 'such', 'changes.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO', 'I-OPO']
['c.', 'Termination', 'of', 'Wireless', 'Services', 'by', 'Latin', 'Post.', 'A', 'user', 'understands,', 'acknowledges', 'and', 'agrees', 'that', 'Latin', 'Post', 'may,', 'in', 'its', 'sole', 'discretion', 'and', 'without', 'liability', 'to', 'any', 'user,', 'terminate', 'its', 'offer', 'of', 'any', 'specific', 'wireless', 'marketing', 'service', 'or', 'all', 'wireless', 'marketing', 'services', 'at', 'any', 'time', 'without', 'advance', 'notice.', 'Latin', 'Post', 'may', 'provide', 'notice', 'of', 'terminations', 'or', 'changes', 'in', 'services', 'on', 'this', 'Site.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['If', 'the', 'burden', 'or', 'expense', 'of', 'providing', 'access', 'to', 'your', 'Information', 'is', 'disproportionate', 'to', 'the', 'risks', 'to', 'your', 'privacy', 'or', 'if', 'the', 'legitimate', 'rights', 'of', 'others', 'would', 'be', 'violated,', 'we', 'may', 'decide', 'not', 'to', 'provide', 'access', 'to', 'such', 'Information.', 'In', 'such', 'cases,', 'we', 'will', 'provide', 'to', 'you', 'an', 'explanation', 'of', 'why', 'access', 'cannot', 'be', 'provided', 'and', 'contact', 'information', 'for', 'further', 'inquiries.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['<strong>', '10.', 'Changes', 'to', 'this', 'Privacy', 'Policy', 'and', 'Notice.', '</strong>', '<br>', '<br>', 'We', 'reserve', 'the', 'right', 'to', 'revise', 'this', 'Privacy', 'Policy', 'at', 'any', 'time', 'by', 'posting', 'an', 'updated', 'Privacy', 'Policy', 'without', 'advance', 'notice', 'to', 'you.', 'Such', 'revisions', 'shall', 'be', 'effective', 'immediately', 'upon', 'posting.', 'Notice', 'of', 'material', 'changes', 'will', 'be', 'posted', 'on', 'the', ""Site's"", 'homepage', 'and/or', 'will', 'be', 'provided', 'by', 'e-mailing', 'you', 'or', 'notifying', 'you', 'upon', 'login', 'about', 'these', 'changes;', 'the', 'form', 'of', 'such', 'notice', 'is', 'at', 'our', 'discretion.', 'However,', 'we', 'encourage', 'you', 'to', 'check', 'this', 'Privacy', 'Policy', 'and', 'Terms', 'of', 'Use', 'Agreement', 'often', 'for', 'updates.', '<br>', '<br>']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Changes', 'to', 'this', 'privacy', 'policy:', '<br>', '<br>', 'This', 'privacy', 'policy', 'may', 'be', 'amended', 'from', 'time', 'to', 'time.', 'Any', 'such', 'changes', 'will', 'be', 'posted', 'on', 'this', 'page.', 'We', 'will', 'notify', 'you', 'of', 'any', 'significant', 'or', 'material', 'changes', 'in', 'the', 'way', 'we', 'treat', 'your', 'information', 'by', 'placing', 'a', 'prominent', 'notice', 'on', 'our', 'site', 'or', 'sending', 'a', 'notice', 'to', 'the', 'primary', 'email', 'address', 'specified', 'in', 'your', 'account.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['<strong>', 'Changes', 'to', 'Our', 'Privacy', 'Policy', '</strong>', '<br>', '<br>', 'We', 'may', 'modify', 'this', 'Privacy', 'Policy', 'from', 'time', 'to', 'time.', 'We', 'will', 'notify', 'you', 'of', 'changes', 'by', 'posting', 'changes', 'here,', 'or', 'by', 'other', 'appropriate', 'means.', 'Any', 'changes', 'to', 'the', 'Privacy', 'Policy', 'will', 'become', 'effective', 'when', 'the', 'updated', 'policy', 'is', 'posted', 'on', 'the', 'Services.', 'Your', 'use', 'of', 'the', 'Services', 'or', 'your', 'provision', 'of', 'personal', 'information', 'to', 'use', 'the', 'Services', 'following', 'such', 'changes', 'indicates', 'your', 'acceptance', 'of', 'the', 'revised', 'Privacy', 'Policy.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'O', 'O']
